Server,Date,Rank,Power,Tech,Equip,Prayer Bonus,1,2,3,4,5
merger27,2016-05-25,12,186262,31725,26211,0,Gerber,Monk Sun,Sebastian,Theresa,Smoke
merger27,2016-05-25,13,180859,24712,22634,3,Gerber,Lilith,Blaine,Rams,Sebastian
merger27,2016-05-25,14,186204,34145,25864,0,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger27,2016-05-25,15,174994,21096,25002,4,Pulan,Robin,Ariel,Sebastian,Theresa
merger27,2016-05-25,16,186917,31716,24779,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger27,2016-05-25,17,190301,33963,25506,4,Gerber,Ariel,Theresa,Awakened Pandarus,Awakened Aurai
merger27,2016-05-25,18,185471,34523,21786,4,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger27,2016-05-25,19,177233,20287,24928,1,Gerber,Ariel,Ruby,Theresa,Awakened Aurai
merger27,2016-05-25,20,160823,22150,25759,3,Saizo,Rams,Ariel,Robin,Sebastian
merger27,2016-05-25,21,170880,20430,30010,9,Saizo,Robin,Ariel,Zoe,Smoke
merger27,2016-05-25,22,175102,33523,21842,1,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger27,2016-05-25,23,179950,26029,19876,4,Jacob,Blaine,Alma,Karna,Awakened Pandarus
merger27,2016-05-25,24,186020,28569,25829,0,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger27,2016-05-25,25,178307,25393,31160,3,Saizo,Ariel,Coco,Sebastian,Ruby
merger27,2016-05-25,26,174833,33446,21105,1,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger27,2016-05-25,27,170044,28095,23821,1,Gerber,Awakened Baggins,Karna,Sebastian,Mira
merger27,2016-05-25,28,145515,20969,20335,5,Saizo,Ariel,Karna,Sebastian,Theresa
merger27,2016-05-25,29,177879,26055,22582,4,Gerber,Lilith,Blaine,Rams,Sebastian
merger27,2016-05-25,30,156501,17760,30022,3,Saizo,Gearz,Ariel,Sebastian,Smoke
merger27,2016-05-25,31,171733,27125,21630,3,Jacob,Blaine,Alma,Karna,Sebastian
merger27,2016-05-25,32,163513,25855,21927,1,Saizo,Blaine,Ariel,Karna,Sebastian
merger27,2016-05-25,33,172083,24330,22880,1,Pulan,Blaine,Alma,Karna,Sebastian
merger27,2016-05-25,34,172415,27774,25125,4,Gerber,Lilith,Awakened Baggins,Mira,Awakened Pandarus
merger27,2016-05-25,35,170025,27350,22906,2,Gerber,Blaine,Medea,Alma,Sebastian
merger27,2016-05-25,36,187241,35300,23743,0,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger27,2016-05-25,37,169427,24853,19814,0,Gerber,Jacob,Blaine,Alma,Karna
merger27,2016-05-25,38,148870,17936,18729,2,Gerber,Awakened Merlynn,Blaine,Alma,Karna
merger27,2016-05-25,39,167152,30195,23349,1,Gerber,Lilith,Blaine,Karna,Sebastian
merger27,2016-05-25,40,175963,28922,20906,2,Gerber,Jacob,Blaine,Awakened Baggins,Awakened Pandarus
merger27,2016-05-25,41,174211,28545,19530,4,Gerber,Blaine,Karna,Sebastian,Awakened Pandarus
merger27,2016-05-25,42,159714,20242,22699,2,Gerber,Coco,Sebastian,Ruby,Mira
merger27,2016-05-25,43,156227,18802,21526,0,Monk Sun,Saizo,Rams,Ariel,Sebastian
merger27,2016-05-25,44,165351,22770,19413,9,Gerber,Lilith,Blaine,Sebastian,Awakened Pandarus
merger27,2016-05-25,45,156402,23569,19614,1,Gerber,Blaine,Rams,Sebastian,Mira
merger27,2016-05-25,46,173364,28134,20886,1,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger27,2016-05-25,47,156590,24053,18641,0,Gerber,Blaine,Alma,Karna,Sebastian
merger27,2016-05-25,48,165153,26193,21976,4,Gerber,Awakened Baggins,Sebastian,Ruby,Awakened Pandarus
merger27,2016-05-25,49,167323,24785,24558,4,Gerber,Lilith,Ariel,Theresa,Smoke
merger27,2016-05-25,50,156072,21176,21463,2,Gerber,Blaine,Ariel,Sebastian,Theresa
merger28,2016-05-25,1,257127,36525,49777,11,Monk Sun,Saizo,Ariel,Coco,Smoke
merger28,2016-05-25,2,237191,40442,40210,13,Pulan,Uther,Theresa,Zoe,Awakened Aurai
merger28,2016-05-25,3,221797,30200,26605,16,Monk Sun,Saizo,Ariel,Theresa,Awakened Aurai
merger28,2016-05-25,4,215901,28155,37850,10,Charon,Monk Sun,Saizo,Ariel,Coco
merger28,2016-05-25,5,237180,32560,41917,10,Saizo,Ariel,Coco,Theresa,Zoe
merger28,2016-05-25,6,225771,33190,40333,9,Saizo,Ariel,Coco,Ruby,Zoe
merger28,2016-05-25,7,211743,33143,35943,4,Uther,Saizo,Ariel,Theresa,Zoe
merger28,2016-05-25,8,217926,29810,39489,10,Monk Sun,Saizo,Ariel,Coco,Zoe
merger28,2016-05-25,9,206063,38527,32309,5,Uther,Saizo,Ariel,Coco,Sebastian
merger28,2016-05-25,10,206365,27495,41408,4,Saizo,Ariel,Coco,Ruby,Zoe
merger28,2016-05-25,11,201309,25025,46079,3,Saizo,Ariel,Coco,Zoe,Smoke
merger28,2016-05-25,12,196203,24355,37646,2,Saizo,Ariel,Coco,Ruby,Zoe
merger28,2016-05-25,13,177354,22905,30183,0,Pulan,Saizo,Ariel,Zoe,Smoke
merger28,2016-05-25,14,184645,25205,32927,1,Pulan,Ariel,Coco,Ruby,Mira
merger28,2016-05-25,15,182815,26655,29172,1,Saizo,Rams,Ariel,Robin,Coco
merger28,2016-05-25,16,201547,25766,25922,10,Gerber,Blaine,Alma,Russel,Ariel
merger28,2016-05-25,17,182975,22844,34741,2,Saizo,Ariel,Coco,Sebastian,Zoe
merger28,2016-05-25,18,212743,30445,44672,1,Saizo,Awakened West,Ariel,Coco,Smoke
merger28,2016-05-25,19,180577,26410,33315,3,Saizo,Awakened York,Ariel,Coco,Smoke
merger28,2016-05-25,20,187046,29945,24404,2,Gerber,Saizo,Rams,Zoe,Smoke
merger28,2016-05-25,21,177073,20214,35153,2,Saizo,Blaine,Ariel,Coco,Smoke
merger28,2016-05-25,22,177570,31025,28811,6,Monk Sun,Saizo,Ariel,Coco,Smoke
merger28,2016-05-25,23,182573,26069,27149,2,Gerber,Saizo,Blaine,Ariel,Ruby
merger28,2016-05-25,24,174571,20270,24623,10,Saizo,Ariel,Karna,Sebastian,Smoke
merger28,2016-05-25,25,181080,22527,27435,1,Gerber,Charon,Saizo,Ariel,Sebastian
merger28,2016-05-25,26,159190,18241,23107,2,Saizo,Blaine,Robin,Ariel,Sebastian
merger28,2016-05-25,27,177275,28663,25372,0,Jacob,Saizo,Blaine,Ariel,Smoke
merger28,2016-05-25,28,171506,25626,22542,9,Gerber,Jacob,Monk Sun,Karna,Smoke
merger28,2016-05-25,29,167550,28197,23733,1,Blaine,Awakened Baggins,Sebastian,Ruby,Mira
merger28,2016-05-25,30,161919,22759,26814,1,Saizo,Blaine,Robin,Ariel,Sebastian
merger28,2016-05-25,31,158895,20805,24682,2,Saizo,Blaine,Ariel,Sebastian,Smoke
merger28,2016-05-25,32,151833,17138,20266,2,Saizo,Blaine,Ariel,Karna,Sebastian
merger28,2016-05-25,33,168462,19245,29469,3,Saizo,Ariel,Coco,Ruby,Zoe
merger28,2016-05-25,34,149337,13197,21534,1,Gerber,Lilith,Merlynn,Blaine,Karna
merger28,2016-05-25,35,182264,29189,24508,1,Gerber,Jacob,Lilith,Muse,Blaine
merger28,2016-05-25,36,166272,24249,25684,5,Gerber,Blaine,Alma,Ariel,Zoe
merger28,2016-05-25,37,162383,20886,17962,1,Jacob,Lilith,Blaine,Alma,Sebastian
merger28,2016-05-25,38,156873,22214,23409,0,Awakened Baggins,Karna,Sebastian,Ruby,Mira
merger28,2016-05-25,39,158625,23340,22891,2,Gerber,Blaine,Alma,Sebastian,Theresa
merger28,2016-05-25,40,154209,22660,26993,1,Saizo,Robin,Ariel,Ruby,Smoke
merger28,2016-05-25,41,156733,22514,19092,1,Jacob,Blaine,Alma,Karna,Smoke
merger28,2016-05-25,42,159792,13960,18351,10,Gerber,Jacob,Lilith,Theresa,Smoke
merger28,2016-05-25,43,162465,21127,21868,3,Gerber,Lilith,Russel,Awakened Crabbie,Theresa
merger28,2016-05-25,44,165867,21845,27624,1,Saizo,Rams,Ariel,Coco,Smoke
merger28,2016-05-25,45,161833,24455,20060,2,Jacob,Lilith,Blaine,Ariel,Karna
merger28,2016-05-25,46,166872,23273,22822,3,Gerber,Awakened Baggins,Ariel,Sebastian,Mira
merger28,2016-05-25,47,173232,24977,27717,2,Jacob,Blaine,Alma,Sebastian,Smoke
merger28,2016-05-25,48,172583,34300,20472,1,Gerber,Jacob,Blaine,Alma,Karna
merger28,2016-05-25,49,181847,28792,22789,3,Gerber,Jacob,Blaine,Alma,Karna
merger28,2016-05-25,50,163765,22277,21683,2,Jacob,Saizo,Blaine,Ariel,Sebastian
merger29,2016-05-25,1,256223,32155,58196,11,Charon,Saizo,Coco,Mira,Smoke
merger29,2016-05-25,2,218202,31876,33317,11,Monk Sun,Ariel,Robin,Sue,Sebastian
merger29,2016-05-25,3,199267,26350,32821,5,Monk Sun,Saizo,Ariel,Robin,Coco
merger29,2016-05-25,4,186793,25870,31901,10,Monk Sun,Ariel,Robin,Sue,Sebastian
merger29,2016-05-25,5,215943,25373,39951,1,Monk Sun,Saizo,Awakened West,Coco,Sebastian
merger29,2016-05-25,6,216667,27810,39780,5,Monk Sun,Saizo,Awakened West,Ariel,Coco
merger29,2016-05-25,7,196242,23272,30456,10,Saizo,Ariel,Coco,Sebastian,Smoke
merger29,2016-05-25,8,188345,21355,28904,10,Monk Sun,Rams,Ariel,Coco,Smoke
merger29,2016-05-25,9,198314,31053,28862,9,Gerber,Blaine,Sebastian,Awakened Crabbie,Theresa
merger29,2016-05-25,10,208693,26625,38154,3,Spartacus,Yuan,Awakened Little Red,Coco,Ruby
merger29,2016-05-25,11,188773,27605,33120,2,Saizo,Rams,Ariel,Robin,Smoke
merger29,2016-05-25,12,175496,22286,34950,5,Chavez,Awakened West,Coco,Mira,Smoke
merger29,2016-05-25,13,193682,23931,28592,10,Gerber,Blaine,Sebastian,Awakened Crabbie,Theresa
merger29,2016-05-25,14,164616,14093,20758,12,Gerber,Sebastian,Ruby,Theresa,Smoke
merger29,2016-05-25,15,190472,21044,26038,10,Gerber,Pulan,Blaine,Sebastian,Theresa
merger29,2016-05-25,16,171594,23277,27085,8,Lorya,Rams,Robin,Ariel,Smoke
merger29,2016-05-25,17,175919,23551,25108,2,Gerber,Blaine,Rams,Ariel,Theresa
merger29,2016-05-25,18,189317,25333,30803,9,Awakened Baggins,Ariel,Ruby,Mira,Awakened Pandarus
merger29,2016-05-25,19,188423,28575,26603,2,Gerber,Lilith,Blaine,Awakened Crabbie,Theresa
merger29,2016-05-25,20,177311,22246,23952,9,Gerber,Lilith,Blaine,Awakened Crabbie,Theresa
merger29,2016-05-25,21,201012,26729,39056,4,Pulan,Saizo,Awakened West,Ariel,Smoke
merger29,2016-05-25,22,181617,28733,25068,2,Gerber,Awakened Baggins,Ruby,Mira,Awakened Pandarus
merger29,2016-05-25,23,178640,24386,24447,7,Monk Sun,Awakened York,Awakened West,Sebastian,Zoe
merger29,2016-05-25,24,171226,23233,24223,0,Gerber,Lilith,Blaine,Karna,Awakened Crabbie
merger29,2016-05-25,25,188746,26199,25393,10,Gerber,Ariel,Mira,Theresa,Awakened Pandarus
merger29,2016-05-25,26,195471,26400,32624,4,Gerber,Saizo,Ariel,Awakened West,Coco
merger29,2016-05-25,27,176600,28604,23808,4,Gerber,Thanos,Blaine,Alma,Karna
merger29,2016-05-25,28,200604,20110,34711,4,Pulan,Saizo,Awakened West,Coco,Sebastian
merger29,2016-05-25,29,169372,26377,27041,2,Gerber,Coco,Sebastian,Ruby,Mira
merger29,2016-05-25,30,171173,24539,18768,1,Gerber,Blaine,Awakened Baggins,Karna,Sebastian
merger29,2016-05-25,31,168882,25555,24959,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger29,2016-05-25,32,168149,23229,24641,2,Lee,Rams,Coco,Sebastian,Mira
merger29,2016-05-25,33,165657,25856,21477,2,Gerber,Lilith,Blaine,Sebastian,Theresa
merger29,2016-05-25,34,169109,20887,19789,10,Gerber,Saizo,Awakened Baggins,Ariel,Theresa
merger29,2016-05-25,35,186901,30212,25390,4,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger29,2016-05-25,36,202606,26343,31565,3,Gerber,Saizo,Awakened West,Coco,Sebastian
merger29,2016-05-25,37,177563,26727,25629,1,Gerber,Blaine,Karna,Sebastian,Awakened Crabbie
merger29,2016-05-25,38,183594,22805,27841,1,Bedivere,Saizo,Awakened West,Ariel,Awakened Aurai
merger29,2016-05-25,39,172483,28563,20765,1,Gerber,Blaine,Awakened Baggins,Sebastian,Theresa
merger29,2016-05-25,40,176597,27122,24883,1,Gerber,Jacob,Thanos,Blaine,Mira
merger29,2016-05-25,41,170673,23233,25030,0,Gerber,Blaine,Robin,Ruby,Mira
merger29,2016-05-25,42,166593,25003,20022,3,Gerber,Alma,Karna,Mira,Awakened Pandarus
merger29,2016-05-25,43,139930,13931,20911,1,Monk Sun,Ariel,Robin,Theresa,Smoke
merger29,2016-05-25,44,171407,22055,26901,5,Gerber,Monk Sun,Ariel,Mira,Awakened Pandarus
merger29,2016-05-25,45,155902,23711,20273,2,Gerber,Awakened Baggins,Ruby,Mira,Thanos
merger29,2016-05-25,46,169617,22776,24180,2,Jacob,Thanos,Blaine,Sebastian,Theresa
merger29,2016-05-25,47,168000,25026,22611,5,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger29,2016-05-25,48,187837,29365,25255,8,Gerber,Jacob,Blaine,Awakened Emily,Sebastian
merger29,2016-05-25,49,153733,23786,17507,0,Gerber,Blaine,Alma,Rams,Sebastian
merger29,2016-05-25,50,163446,24904,23871,1,Jacob,Blaine,Awakened Baggins,Sebastian,Mira
merger30,2016-05-25,1,238416,38564,37191,12,Chavez,Saizo,Ariel,Theresa,Awakened Aurai
merger30,2016-05-25,2,243962,35015,51462,10,Saizo,Ariel,Coco,Zoe,Smoke
merger30,2016-05-25,3,192270,24565,29080,9,Saizo,Robin,Ariel,Sebastian,Theresa
merger30,2016-05-25,4,190465,25126,29461,9,Saizo,Robin,Sebastian,Theresa,Zoe
merger30,2016-05-25,5,201982,27505,43370,1,Saizo,Robin,Ariel,Coco,Smoke
merger30,2016-05-25,6,168923,28672,17234,0,Gerber,Jacob,Pulan,Karna,Sebastian
merger30,2016-05-25,7,178193,27561,25187,5,Gerber,Ariel,Robin,Sebastian,Theresa
merger30,2016-05-25,8,185090,25405,31714,1,Saizo,Ariel,Robin,Theresa,Smoke
merger30,2016-05-25,9,195373,13420,41959,10,Saizo,Ariel,Theresa,Zoe,Smoke
merger30,2016-05-25,10,176659,22392,25186,8,Gerber,Jacob,Rams,Robin,Smoke
merger30,2016-05-25,11,200727,23773,28643,10,Gerber,Saizo,Rams,Ariel,Smoke
merger30,2016-05-25,12,158375,22184,21268,5,Gerber,Blaine,Ariel,Sebastian,Theresa
merger30,2016-05-25,13,176052,26955,27864,0,Monk Sun,Little Red,Coco,Ruby,Mira
merger30,2016-05-25,14,178293,24753,24625,8,Gerber,Robin,Ariel,Theresa,Smoke
merger30,2016-05-25,15,166339,29413,22951,0,Gerber,Lilith,Blaine,Awakened Baggins,Sebastian
merger30,2016-05-25,16,171423,22790,29653,5,Saizo,Robin,Ariel,Theresa,Smoke
merger30,2016-05-25,17,178014,28143,23847,1,Gerber,Lilith,Blaine,Sebastian,Awakened Crabbie
merger30,2016-05-25,18,181963,27635,26264,1,Awakened Kaiser,Jacob,Lilith,Blaine,Awakened Crabbie
merger30,2016-05-25,19,189133,24755,26294,6,Jacob,Pulan,Blaine,Alma,Sebastian
merger30,2016-05-25,20,166783,26743,27928,4,Gerber,Robin,Ariel,Theresa,Zoe
merger30,2016-05-25,21,171799,25816,22970,1,Jacob,Awakened Baggins,Awakened York,Mira,Awakened Pandarus
merger30,2016-05-25,22,186417,28423,27317,7,Gerber,Saizo,Ariel,Coco,Awakened Pandarus
merger30,2016-05-25,23,170992,24287,27220,0,Gerber,Blaine,Coco,Ruby,Mira
merger30,2016-05-25,24,176182,21619,22470,5,Gerber,Jacob,Rams,Theresa,Smoke
merger30,2016-05-25,25,167625,23170,19835,10,Uther,Awakened Baggins,Jolie,Ruby,Awakened Aurai
merger30,2016-05-25,26,161736,22920,24841,0,Gerber,Blaine,Rams,Ariel,Smoke
merger30,2016-05-25,27,177523,25817,23233,2,Gerber,Saizo,Lilith,Blaine,Ariel
merger30,2016-05-25,28,156441,21130,20556,1,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger30,2016-05-25,29,171967,24041,19922,2,Gerber,Blaine,Awakened Baggins,Karna,Sebastian
merger30,2016-05-25,30,157061,20707,17400,1,Gerber,Blaine,Awakened Baggins,Karna,Ruby
merger30,2016-05-25,31,168901,27243,22263,0,Awakened Baggins,Awakened York,Sebastian,Ruby,Mira
merger30,2016-05-25,32,167043,27032,23394,1,Gerber,Blaine,Karna,Sebastian,Theresa
merger30,2016-05-25,33,167974,23935,25489,3,Gerber,Awakened York,Awakened West,Sebastian,Smoke
merger30,2016-05-25,34,170187,13970,37409,6,Monk Sun,Saizo,Awakened West,Coco,Smoke
merger30,2016-05-25,35,166041,26031,22265,0,Jacob,Pulan,Blaine,Alma,Sebastian
merger30,2016-05-25,36,172721,20683,30406,1,Saizo,Coco,Sebastian,Ruby,Mira
merger30,2016-05-25,37,172079,22873,26308,0,Gerber,Gearz,Alma,Sebastian,Smoke
merger30,2016-05-25,38,156721,17215,29703,0,Saizo,Ariel,Robin,Sebastian,Smoke
merger30,2016-05-25,39,158903,22789,21117,1,Jacob,Blaine,Awakened Baggins,Karna,Sebastian
merger30,2016-05-25,40,159363,19973,25302,1,Jacob,Awakened Little Red,Coco,Ruby,Mira
merger30,2016-05-25,41,165870,23984,20009,1,Gerber,Blaine,Murphy,Karna,Ruby
merger30,2016-05-25,42,157984,22517,22491,3,Gerber,Blaine,Sebastian,Theresa,Smoke
merger30,2016-05-25,43,146869,19151,17467,0,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger30,2016-05-25,44,159524,27434,17931,1,Gerber,Blaine,Awakened Baggins,Alma,Sebastian
merger30,2016-05-25,45,172342,28557,24830,1,Gerber,Karna,Sebastian,Theresa,Zoe
merger30,2016-05-25,46,162829,22322,17885,0,Gerber,Pulan,Blaine,Alma,Sebastian
merger30,2016-05-25,47,154312,23713,20786,2,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger30,2016-05-25,48,167503,17606,24971,2,Jacob,Pulan,Blaine,Sebastian,Mira
merger30,2016-05-25,49,162809,25147,17731,1,Gerber,Jacob,Blaine,Sebastian,Mira
merger30,2016-05-25,50,168889,19518,18704,1,Gerber,Jacob,Blaine,Karna,Sebastian
merger31,2016-05-25,1,246303,35240,39838,10,Lilith,Saizo,Ariel,Robin,Smoke
merger31,2016-05-25,2,242464,29455,40530,12,Saizo,Lilith,Robin,Ariel,Smoke
merger31,2016-05-25,3,197347,25441,34564,5,Saizo,Robin,Ariel,Sebastian,Smoke
merger31,2016-05-25,4,183312,23275,26768,3,Saizo,Rams,Robin,Ariel,Sebastian
merger31,2016-05-25,5,191539,25215,27449,8,Saizo,Lilith,Rams,Sebastian,Smoke
merger31,2016-05-25,6,202146,29010,32808,7,Saizo,Ariel,Robin,Theresa,Smoke
merger31,2016-05-25,7,171061,19991,25078,1,Pulan,Saizo,Rams,Ariel,Robin
merger31,2016-05-25,8,173106,22785,26252,7,Saizo,Rams,Ariel,Robin,Sebastian
merger31,2016-05-25,9,187431,22866,29338,10,Saizo,Lilith,Ariel,Robin,Smoke
merger31,2016-05-25,10,172435,25075,33911,6,Saizo,Ariel,Robin,Coco,Smoke
merger31,2016-05-25,11,187633,25163,26981,0,Gerber,Pulan,Ariel,Robin,Theresa
merger31,2016-05-25,12,176897,25571,24859,2,Gerber,Lilith,Blaine,Ariel,Theresa
merger31,2016-05-25,13,170293,26167,21365,3,Gerber,Blaine,Alma,Ariel,Karna
merger31,2016-05-25,14,175126,25094,25376,1,Gerber,Lilith,Blaine,Awakened Baggins,Ariel
merger31,2016-05-25,15,175305,28235,31325,0,Leon,Awakened Little Red,Ariel,Ruby,Mira
merger31,2016-05-25,16,159487,22925,16550,3,Gerber,Blaine,Alma,Karna,Sebastian
merger31,2016-05-25,17,172803,25896,24097,10,Gerber,Rams,Robin,Ariel,Smoke
merger31,2016-05-25,18,147540,19724,19524,1,Gerber,Blaine,Sebastian,Theresa,Awakened Pandarus
merger31,2016-05-25,19,164015,21824,22129,2,Gerber,Spartacus,Sebastian,Ruby,Mira
merger31,2016-05-25,20,184371,28601,27695,0,Charon,Saizo,Theresa,Awakened Pandarus,Smoke
merger31,2016-05-25,21,155316,21426,25838,1,Saizo,Robin,Ariel,Theresa,Smoke
merger31,2016-05-25,22,179685,32013,21850,3,Gerber,Blaine,Awakened Baggins,Karna,Sebastian
merger31,2016-05-25,23,182154,29956,23296,4,Jacob,Lilith,Ariel,Theresa,Awakened Pandarus
merger31,2016-05-25,24,146705,22602,18960,2,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger31,2016-05-25,25,164584,13039,22732,2,Gerber,Blaine,Ariel,Sebastian,Theresa
merger31,2016-05-25,26,174717,26623,24206,2,Awakened Baggins,Awakened York,Ruby,Mira,Awakened Pandarus
merger31,2016-05-25,27,155914,25023,15838,2,Gerber,Jacob,Lilith,Blaine,Karna
merger31,2016-05-25,28,180571,27025,25710,2,Gerber,Jacob,Sebastian,Ruby,Mira
merger31,2016-05-25,29,179041,21437,33101,2,Uther,Jolie,Awakened York,Awakened Lufia,Coco
merger31,2016-05-25,30,154460,22079,19000,1,Gerber,Awakened Baggins,Ariel,Mira,Awakened Pandarus
merger31,2016-05-25,31,173793,24866,18381,1,Gerber,Jacob,Thanos,Blaine,Russel
merger31,2016-05-25,32,163663,21995,25837,3,Charon,Awakened York,Awakened West,Ariel,Smoke
merger31,2016-05-25,33,167300,22795,27511,2,Gerber,Blaine,Gearz,Jolie,Sebastian
merger31,2016-05-25,34,144862,16372,20325,2,Saizo,Blaine,Sebastian,Mira,Theresa
merger31,2016-05-25,35,166046,25527,26848,3,Gerber,Gearz,Rams,Sebastian,Mira
merger31,2016-05-25,36,179724,24273,24265,10,Gerber,Pulan,Blaine,Awakened York,Smoke
merger31,2016-05-25,37,159501,26174,19756,2,Gerber,Blaine,Awakened Baggins,Mira,Thanos
merger31,2016-05-25,38,161230,25159,21058,4,Gerber,Jacob,Lilith,Gearz,Robin
merger31,2016-05-25,39,156421,13327,28971,1,Saizo,Awakened West,Sue,Theresa,Smoke
merger31,2016-05-25,40,153820,23732,19089,2,Gerber,Jacob,Blaine,Karna,Sebastian
merger31,2016-05-25,41,158104,22732,22146,0,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger31,2016-05-25,42,152115,19299,21677,1,Gerber,Lilith,Blaine,Sebastian,Theresa
merger31,2016-05-25,43,184773,20585,32108,0,Spartacus,Yuan,Coco,Ruby,Mira
merger31,2016-05-25,44,144842,13274,15169,2,Gerber,Blaine,Alma,Karna,Sebastian
merger31,2016-05-25,45,156082,20604,24414,0,Gerber,Blaine,Gearz,Rams,Sebastian
merger31,2016-05-25,46,159969,24510,20238,1,Jacob,Blaine,Alma,Karna,Sebastian
merger31,2016-05-25,47,146597,12395,26343,0,Saizo,Blaine,Ariel,Theresa,Smoke
merger31,2016-05-25,48,151905,18932,21345,1,Gerber,Spartacus,Murphy,Ruby,Mira
merger31,2016-05-25,49,155135,20670,23494,5,Gerber,Ariel,Mira,Theresa,Smoke
merger31,2016-05-25,50,163602,26907,20634,2,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger32,2016-05-25,1,220762,34339,30298,8,Pulan,Saizo,Ariel,Robin,Smoke
merger32,2016-05-25,2,216859,33315,39216,2,Pulan,Saizo,Ariel,Awakened West,Coco
merger32,2016-05-25,3,214533,31551,44354,7,Saizo,Ariel,Coco,Sebastian,Zoe
merger32,2016-05-25,4,202511,31883,29578,9,Saizo,Ariel,Robin,Sebastian,Zoe
merger32,2016-05-25,5,228741,31525,42641,9,Yuan,Saizo,Rams,Awakened West,Smoke
merger32,2016-05-25,6,205423,24765,34355,7,Charon,Monk Sun,Awakened West,Coco,Mira
merger32,2016-05-25,7,174575,23525,28960,2,Saizo,Ariel,Robin,Sebastian,Ruby
merger32,2016-05-25,8,174512,24553,27738,1,Saizo,Blaine,Ariel,Robin,Sebastian
merger32,2016-05-25,9,187673,33061,24156,4,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger32,2016-05-25,10,196171,17223,40011,2,Gearz,Awakened Lufia,Coco,Sebastian,Smoke
merger32,2016-05-25,11,182751,26679,32284,6,Pulan,Robin,Ariel,Theresa,Smoke
merger32,2016-05-25,12,172574,27381,22256,0,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger32,2016-05-25,13,180663,32743,23021,1,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger32,2016-05-25,14,184909,32244,25426,0,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger32,2016-05-25,15,177046,31856,19917,1,Gerber,Blaine,Awakened Baggins,Karna,Sebastian
merger32,2016-05-25,16,177792,25435,27307,2,Gerber,Blaine,Robin,Sebastian,Smoke
merger32,2016-05-25,17,168674,23636,21810,1,Gerber,Blaine,Alma,Robin,Sebastian
merger32,2016-05-25,18,182322,28393,28630,1,Gerber,Yuan,Awakened West,Coco,Mira
merger32,2016-05-25,19,182576,25315,33869,1,Yuan,Saizo,Awakened West,Ariel,Smoke
merger32,2016-05-25,20,178165,15686,31555,6,Saizo,Ariel,Sebastian,Ruby,Zoe
merger32,2016-05-25,21,178760,27627,20602,1,Gerber,Blaine,Awakened Baggins,Alma,Awakened Pandarus
merger32,2016-05-25,22,162112,27137,20169,1,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger32,2016-05-25,23,173169,24336,25696,1,Blaine,Awakened Baggins,Sebastian,Ruby,Mira
merger32,2016-05-25,24,173899,32765,20045,1,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger32,2016-05-25,25,160674,26039,19999,2,Jacob,Awakened Merlynn,Blaine,Karna,Sebastian
merger32,2016-05-25,26,181260,29473,21407,1,Gerber,Jacob,Blaine,Ruby,Awakened Pandarus
merger32,2016-05-25,27,183813,33527,24251,1,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger32,2016-05-25,28,168203,21251,21771,4,Gerber,Lilith,Blaine,Sebastian,Theresa
merger32,2016-05-25,29,168733,16742,26130,1,Gerber,Saizo,Gearz,Ariel,Coco
merger32,2016-05-25,30,177283,30931,26489,0,Blaine,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger32,2016-05-25,31,173973,22025,21224,0,Gerber,Jacob,Blaine,Sebastian,Awakened Aurai
merger32,2016-05-25,32,174645,28335,23240,1,Gerber,Jacob,Blaine,Alma,Ariel
merger32,2016-05-25,33,177884,36377,23771,2,Gerber,Blaine,Awakened Baggins,Mira,Awakened Pandarus
merger32,2016-05-25,34,160800,17470,31294,1,Saizo,Ariel,Robin,Sebastian,Smoke
merger32,2016-05-25,35,159841,22144,19120,1,Gerber,Blaine,Awakened Baggins,Alma,Sebastian
merger32,2016-05-25,36,173936,31027,19679,2,Gerber,Awakened Baggins,Alma,Awakened Crabbie,Awakened Pandarus
