Server,Date,Rank,Power,Tech,Equip,Prayer Bonus,1,2,3,4,5
merger12,2016-05-25,4,221392,41290,33082,10,Saizo,Robin,Ariel,Coco,Smoke
merger12,2016-05-25,5,227100,39895,40718,10,Saizo,Ariel,Robin,Coco,Smoke
merger12,2016-05-25,6,243579,42935,49758,11,Saizo,Robin,Ariel,Coco,Smoke
merger12,2016-05-25,7,239003,38125,40372,15,Saizo,Robin,Ariel,Coco,Smoke
merger12,2016-05-25,8,227683,39420,44398,4,Saizo,Robin,Ariel,Coco,Smoke
merger12,2016-05-25,9,201585,33285,36037,7,Monk Sun,Saizo,Ariel,Sebastian,Smoke
merger12,2016-05-25,10,196523,33617,22985,7,Monk Sun,Blaine,Ariel,Karna,Sebastian
merger12,2016-05-25,11,190826,32381,27316,4,Monk Sun,Coco,Sebastian,Ruby,Mira
merger12,2016-05-25,12,221136,41645,45543,2,Pulan,Saizo,Robin,Coco,Smoke
merger12,2016-05-25,13,205569,38765,38216,6,Saizo,Ariel,Robin,Coco,Ruby
merger12,2016-05-25,14,216983,52753,26511,3,Gerber,Uther,Blaine,Medea,Awakened Baggins
merger12,2016-05-25,15,203499,32083,21066,14,Gerber,Ariel,Coco,Theresa,Smoke
merger12,2016-05-25,16,242859,42073,39511,10,Gerber,Charon,Saizo,Awakened West,Coco
merger12,2016-05-25,17,215149,41010,44656,2,Saizo,Robin,Awakened West,Coco,Smoke
merger12,2016-05-25,18,177062,26971,27583,5,Pulan,Ariel,Sebastian,Ruby,Mira
merger12,2016-05-25,19,191273,25545,28672,10,Charon,Gridlock,Ariel,Robin,Coco
merger12,2016-05-25,20,217156,45011,27758,10,Gerber,Lilith,Blaine,Awakened Baggins,Theresa
merger12,2016-05-25,21,186389,34131,23391,4,Gerber,Blaine,Karna,Sebastian,Mira
merger12,2016-05-25,22,193974,42991,23033,3,Jacob,Uther,Awakened Baggins,Mira,Awakened Pandarus
merger12,2016-05-25,23,194063,29519,29906,3,Jacob,Pulan,Sebastian,Ruby,Mira
merger12,2016-05-25,24,195272,33135,32547,5,Charon,Saizo,Robin,Ariel,Smoke
merger12,2016-05-25,25,198402,37005,27618,10,Saizo,Ariel,Robin,Theresa,Smoke
merger12,2016-05-25,26,160792,8998,18864,15,Monk Sun,Lilith,Ariel,Sebastian,Theresa
merger12,2016-05-25,27,197933,39242,32858,6,Gerber,Coco,Ruby,Mira,Smoke
merger12,2016-05-25,28,187667,29382,28836,4,Saizo,Ariel,Sebastian,Ruby,Mira
merger12,2016-05-25,29,189332,35573,24999,5,Gerber,Awakened Baggins,Ariel,Sebastian,Mira
merger12,2016-05-25,30,210105,39047,28106,7,Charon,Awakened Baggins,Coco,Ruby,Mira
merger12,2016-05-25,31,181143,28943,22600,5,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger12,2016-05-25,32,216660,22874,36564,10,Charon,Saizo,Lilith,Ariel,Smoke
merger12,2016-05-25,33,190792,30190,37731,2,Saizo,Ariel,Robin,Coco,Smoke
merger12,2016-05-25,34,212081,36467,35591,4,Jacob,Karas,Blaine,Karna,Ruby
merger12,2016-05-25,35,186171,28189,20648,8,Jacob,Muse,Blaine,Alma,Sebastian
merger12,2016-05-25,36,185969,29733,21208,5,Gerber,Blaine,Awakened Baggins,Karna,Mira
merger12,2016-05-25,37,194197,31036,31850,10,Gerber,Awakened York,Coco,Mira,Smoke
merger12,2016-05-25,38,188356,30656,27399,7,Jacob,Pulan,Blaine,Ariel,Mira
merger12,2016-05-25,39,209174,33285,36870,2,Pulan,Charon,Monk Sun,Saizo,Coco
merger12,2016-05-25,40,209457,38952,39548,0,Gerber,Charon,Coco,Ruby,Mira
merger12,2016-05-25,41,172483,25823,19650,3,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger12,2016-05-25,42,183766,31073,23485,3,Gerber,Blaine,Alma,Sebastian,Mira
merger12,2016-05-25,43,179079,28810,29608,3,Saizo,Ariel,Coco,Ruby,Mira
merger12,2016-05-25,44,193753,36117,24699,4,Jacob,Awakened Baggins,Sebastian,Ruby,Mira
merger12,2016-05-25,45,182933,34685,23258,9,Gerber,Alma,Robin,Mira,Theresa
merger12,2016-05-25,46,195925,36100,25032,3,Jacob,Pulan,Blaine,Awakened Baggins,Mira
merger12,2016-05-25,47,176641,35067,21923,4,Gerber,Alma,Robin,Sebastian,Mira
merger12,2016-05-25,48,185323,28270,36167,2,Saizo,Ariel,Coco,Ruby,Smoke
merger12,2016-05-25,49,189785,32800,28822,4,Pulan,Muse,Blaine,Awakened Baggins,Sebastian
merger12,2016-05-25,50,192941,30995,33427,1,Saizo,Awakened Baggins,Awakened West,Coco,Ruby
merger13,2016-05-25,1,236315,44810,35236,10,Charon,Monk Sun,Ariel,Sebastian,Theresa
merger13,2016-05-25,2,223012,48737,31394,8,Awakened Kaiser,Monk Sun,Saizo,Sebastian,Smoke
merger13,2016-05-25,3,227422,45265,38488,1,Charon,Monk Sun,Awakened West,Ariel,Coco
merger13,2016-05-25,4,206141,43493,29377,1,Gerber,Blaine,Alma,Sebastian,Theresa
merger13,2016-05-25,5,201694,43215,32266,3,Pulan,Ariel,Robin,Sebastian,Theresa
merger13,2016-05-25,6,179197,35212,23716,0,Jacob,Blaine,Ariel,Robin,Sebastian
merger13,2016-05-25,7,233315,54034,38943,4,Gerber,Blaine,Awakened Baggins,Alma,Sebastian
merger13,2016-05-25,8,192433,32064,23913,3,Awakened Baggins,Awakened York,Sebastian,Mira,Awakened Pandarus
merger13,2016-05-25,9,190447,44179,23491,2,Gerber,Blaine,Awakened Baggins,Alma,Karna
merger13,2016-05-25,10,197433,37134,26342,7,Gerber,Awakened Baggins,Rams,Karna,Mira
merger13,2016-05-25,11,221046,40385,40770,0,Saizo,Gearz,Robin,Zoe,Smoke
merger13,2016-05-25,12,201927,39133,30277,3,Gerber,Awakened Baggins,Gridlock,Ruby,Mira
merger13,2016-05-25,13,189694,40500,21584,1,Gerber,Blaine,Awakened Baggins,Alma,Sebastian
merger13,2016-05-25,14,185089,33973,26635,2,Blaine,Awakened Baggins,Ariel,Sebastian,Theresa
merger13,2016-05-25,15,186027,40323,21473,2,Gerber,Awakened Merlynn,Blaine,Alma,Karna
merger13,2016-05-25,16,204790,39903,29316,5,Gerber,Blaine,Alma,Ariel,Theresa
merger13,2016-05-25,17,192487,40852,25445,2,Gerber,Blaine,Alma,Sebastian,Theresa
merger13,2016-05-25,18,181595,25322,24115,0,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,19,190055,35643,26479,2,Gerber,Awakened Baggins,Sebastian,Mira,Theresa
merger13,2016-05-25,20,194114,38556,24616,1,Gerber,Blaine,Awakened Baggins,Alma,Sebastian
merger13,2016-05-25,21,179131,25921,27605,1,Gerber,Awakened Merlynn,Blaine,Karna,Mira
merger13,2016-05-25,22,185762,31160,27584,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,23,181376,32833,27599,1,Gerber,Ariel,Sebastian,Theresa,Zoe
merger13,2016-05-25,24,181725,31656,26739,3,Gerber,Blaine,Ariel,Sebastian,Theresa
merger13,2016-05-25,25,179345,31156,25795,2,Saizo,Blaine,Ariel,Sebastian,Theresa
merger13,2016-05-25,26,190893,31129,36248,2,Jacob,Awakened Little Red,Coco,Ruby,Mira
merger13,2016-05-25,27,187024,32973,23135,4,Gerber,Blaine,Awakened Baggins,Alma,Sebastian
merger13,2016-05-25,28,214054,33885,39129,2,Gerber,Blaine,Alma,Karna,Awakened Crabbie
merger13,2016-05-25,29,171784,32254,23336,0,Blaine,Awakened Baggins,Alma,Karna,Sebastian
merger13,2016-05-25,30,183654,33919,24760,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,31,183983,32553,23686,2,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,32,185479,32276,25413,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,33,176595,26819,22085,3,Jacob,Blaine,Rams,Ariel,Sebastian
merger13,2016-05-25,34,182346,36863,22646,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,35,183113,32099,23707,1,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger13,2016-05-25,36,190501,36730,26493,3,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger13,2016-05-25,37,193236,40084,24124,0,Jacob,Blaine,Alma,Robin,Sebastian
merger13,2016-05-25,38,182409,30525,24186,3,Gerber,Awakened Baggins,Karna,Sebastian,Mira
merger13,2016-05-25,39,182955,39177,22464,0,Gerber,Awakened Baggins,Sebastian,Mira,Theresa
merger13,2016-05-25,40,190633,40590,25048,3,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,41,173973,35947,21352,0,Jacob,Muse,Blaine,Alma,Karna
merger13,2016-05-25,42,184583,40540,24253,1,Gerber,Blaine,Awakened Baggins,Karna,Mira
merger13,2016-05-25,43,178600,32003,25290,1,Gerber,Awakened Little Red,Coco,Ruby,Mira
merger13,2016-05-25,44,181434,36127,25508,1,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger13,2016-05-25,45,180891,25475,32025,2,Saizo,Blaine,Sebastian,Theresa,Smoke
merger13,2016-05-25,46,184276,40416,22989,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,47,184196,38532,23311,1,Gerber,Blaine,Awakened Baggins,Alma,Sebastian
merger13,2016-05-25,48,190299,40411,23013,2,Gerber,Blaine,Awakened Baggins,Mira,Awakened Pandarus
merger13,2016-05-25,49,176835,32476,22270,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger13,2016-05-25,50,166736,21635,24371,0,Blaine,Ariel,Karna,Sebastian,Mira
merger14,2016-05-25,1,249823,43625,41734,10,Saizo,Robin,Ariel,Theresa,Zoe
merger14,2016-05-25,2,234321,42440,38374,10,Monk Sun,Saizo,Robin,Ariel,Coco
merger14,2016-05-25,3,241603,41620,38193,11,Charon,Saizo,Robin,Ariel,Coco
merger14,2016-05-25,4,230732,42935,38770,9,Charon,Saizo,Ariel,Robin,Theresa
merger14,2016-05-25,5,205205,44599,28357,5,Gerber,Alma,Sebastian,Awakened Crabbie,Theresa
merger14,2016-05-25,6,243826,50615,44886,11,Saizo,Robin,Ariel,Coco,Awakened Pandarus
merger14,2016-05-25,7,210309,32333,28958,10,Saizo,Lilith,Ariel,Awakened Crabbie,Theresa
merger14,2016-05-25,8,251010,41035,39005,15,Gerber,Saizo,Jolie,Awakened Lufia,Awakened Aurai
merger14,2016-05-25,9,211513,34587,32527,10,Pulan,Rams,Ariel,Theresa,Zoe
merger14,2016-05-25,10,200161,34955,30170,7,Saizo,Ariel,Robin,Sebastian,Theresa
merger14,2016-05-25,11,195751,40283,28286,5,Saizo,Robin,Ariel,Sebastian,Theresa
merger14,2016-05-25,12,217344,38730,41612,10,Charon,Saizo,Robin,Ariel,Coco
merger14,2016-05-25,13,202145,36811,30001,8,Saizo,Robin,Ariel,Sebastian,Theresa
merger14,2016-05-25,14,194185,36520,31791,5,Saizo,Robin,Ariel,Coco,Theresa
merger14,2016-05-25,15,189161,36789,27434,4,Gerber,Ariel,Karna,Sebastian,Theresa
merger14,2016-05-25,16,213307,40615,34543,3,Monk Sun,Saizo,Coco,Ruby,Mira
merger14,2016-05-25,17,187513,32517,28111,6,Saizo,Ariel,Coco,Sebastian,Theresa
merger14,2016-05-25,18,204534,37827,29168,8,Saizo,Robin,Ariel,Sebastian,Theresa
merger14,2016-05-25,19,195263,35073,29021,10,Saizo,Ariel,Robin,Theresa,Smoke
merger14,2016-05-25,20,181771,24552,27404,4,Gerber,Lilith,Ariel,Sebastian,Theresa
merger14,2016-05-25,21,183802,35759,23779,4,Saizo,Blaine,Ariel,Sebastian,Theresa
merger14,2016-05-25,22,203310,41047,28502,8,Gerber,Ariel,Sebastian,Mira,Theresa
merger14,2016-05-25,23,205726,28835,41246,1,Spartacus,Awakened Little Red,Coco,Ruby,Mira
merger14,2016-05-25,24,188165,35941,24083,3,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger14,2016-05-25,25,182940,27685,34351,3,Saizo,Ariel,Robin,Coco,Sebastian
merger14,2016-05-25,26,181004,37504,27877,0,Saizo,Robin,Ariel,Sebastian,Theresa
merger14,2016-05-25,27,182516,35541,27286,0,Charon,Monk Sun,Sebastian,Ruby,Mira
merger14,2016-05-25,28,181841,30990,24941,8,Saizo,Ariel,Robin,Sebastian,Theresa
merger14,2016-05-25,29,184773,25823,23702,6,Monk Sun,Saizo,Ariel,Sebastian,Theresa
merger14,2016-05-25,30,179919,32867,22741,1,Awakened Merlynn,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger14,2016-05-25,31,196550,35602,25763,10,Saizo,Ariel,Ruby,Mira,Theresa
merger14,2016-05-25,32,178876,31495,23288,3,Gerber,Blaine,Alma,Sebastian,Theresa
merger14,2016-05-25,33,184506,29866,25210,3,Gerber,Pulan,Sebastian,Ruby,Mira
merger14,2016-05-25,34,182795,32663,26614,2,Gerber,Robin,Ariel,Mira,Theresa
merger14,2016-05-25,35,193593,31824,32992,0,Jacob,Gearz,Grunk,Coco,Ruby
merger14,2016-05-25,36,182962,28891,23422,9,Gerber,Lilith,Ariel,Sebastian,Theresa
merger14,2016-05-25,37,188910,34497,27270,3,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger14,2016-05-25,38,213259,40523,33501,3,Gerber,Jacob,Saizo,Ariel,Sue
merger14,2016-05-25,39,189871,30560,23140,10,Gerber,Blaine,Alma,Sebastian,Ruby
merger14,2016-05-25,40,171234,28960,22293,1,Gerber,Awakened Baggins,Robin,Sebastian,Mira
merger14,2016-05-25,41,186744,35743,22947,4,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger14,2016-05-25,42,189186,32593,27928,2,Gerber,Saizo,Sebastian,Ruby,Smoke
merger14,2016-05-25,43,189998,31944,26643,1,Gerber,Pulan,Blaine,Awakened Baggins,Mira
merger14,2016-05-25,44,184370,32737,23633,0,Jacob,Blaine,Alma,Karna,Sebastian
merger14,2016-05-25,45,191417,36564,25776,1,Spartacus,Awakened York,Sebastian,Ruby,Awakened Pandarus
merger14,2016-05-25,46,183024,28570,31054,6,Saizo,Coco,Sebastian,Mira,Smoke
merger14,2016-05-25,47,195784,31420,24946,3,Jacob,Awakened York,Awakened West,Ruby,Mira
merger14,2016-05-25,48,178710,22305,25997,0,Gerber,Lilith,Ariel,Sebastian,Theresa
merger14,2016-05-25,49,174280,24524,27501,1,Gerber,Coco,Sebastian,Ruby,Mira
merger14,2016-05-25,50,185287,38422,23606,1,Gerber,Blaine,Alma,Sebastian,Mira
merger15,2016-05-25,1,316084,45805,72825,20,Saizo,Ariel,Robin,Zoe,Smoke
merger15,2016-05-25,2,244526,41160,46387,10,Monk Sun,Saizo,Ariel,Coco,Smoke
merger15,2016-05-25,3,244526,41160,46387,10,Monk Sun,Saizo,Ariel,Coco,Smoke
merger15,2016-05-25,4,236169,54943,30915,8,Awakened Kaiser,Uther,Lilith,Theresa,Zoe
merger15,2016-05-25,5,230520,40505,32167,10,Charon,Monk Sun,Ariel,Coco,Awakened Aurai
merger15,2016-05-25,6,220146,40900,46852,2,Saizo,Robin,Ariel,Coco,Smoke
merger15,2016-05-25,7,193592,33800,30925,4,Monk Sun,Ariel,Coco,Sebastian,Ruby
merger15,2016-05-25,8,207807,33077,36532,6,Charon,Saizo,Ariel,Ruby,Awakened Aurai
merger15,2016-05-25,9,213413,43385,39475,4,Saizo,Robin,Ariel,Awakened West,Coco
merger15,2016-05-25,10,199896,39079,23960,6,Gerber,Awakened Merlynn,Medea,Ariel,Awakened Aurai
merger15,2016-05-25,11,206083,27150,41063,5,Saizo,Ariel,Coco,Ruby,Zoe
merger15,2016-05-25,12,201611,33483,30849,1,Jacob,Blaine,Alma,Karna,Awakened Aurai
merger15,2016-05-25,13,175107,26001,23896,1,Charon,Monk Sun,Saizo,Ariel,Theresa
merger15,2016-05-25,14,184356,30630,29965,1,Pulan,Blaine,Robin,Ariel,Theresa
merger15,2016-05-25,15,192886,35973,29696,1,Jacob,Blaine,Awakened Baggins,Ariel,Ruby
merger15,2016-05-25,16,190734,28806,24400,7,Jacob,Blaine,Alma,Karna,Sebastian
merger15,2016-05-25,17,196617,33180,24193,10,Jacob,Blaine,Awakened Baggins,Alma,Karna
merger15,2016-05-25,18,173713,28131,20792,3,Awakened Merlynn,Blaine,Awakened Baggins,Karna,Sebastian
merger15,2016-05-25,19,186621,39327,26261,1,Gerber,Blaine,Awakened Baggins,Sebastian,Theresa
merger15,2016-05-25,20,181426,33763,21443,1,Gerber,Gridlock,Sebastian,Ruby,Mira
merger15,2016-05-25,21,182303,24192,30731,10,Saizo,Ariel,Coco,Sebastian,Ruby
merger15,2016-05-25,22,196785,33283,31305,1,Gerber,Blaine,Gearz,Sebastian,Ruby
merger15,2016-05-25,23,198699,33380,39518,0,Saizo,Awakened Little Red,Ruby,Mira,Smoke
merger15,2016-05-25,24,204061,46366,27071,2,Jacob,Blaine,Awakened Baggins,Alma,Karna
merger15,2016-05-25,25,194172,38723,27421,1,Jacob,Lilith,Blaine,Alma,Karna
merger15,2016-05-25,26,181681,29356,26361,2,Gerber,Blaine,Karna,Ruby,Mira
merger15,2016-05-25,27,196726,30530,43565,0,Saizo,Ariel,Coco,Zoe,Smoke
merger15,2016-05-25,28,190007,29060,32831,0,Saizo,Awakened York,Ariel,Awakened West,Smoke
merger15,2016-05-25,29,237032,32175,62726,0,Saizo,Awakened West,Ariel,Coco,Smoke
merger15,2016-05-25,30,188911,38006,21159,3,Gerber,Blaine,Karna,Sebastian,Theresa
merger15,2016-05-25,31,183443,33653,27143,0,Blaine,Awakened Baggins,Sebastian,Ruby,Mira
merger15,2016-05-25,32,170973,34855,20738,1,Blaine,Awakened Baggins,Karna,Sebastian,Ruby
merger15,2016-05-25,33,169239,26340,22095,1,Awakened Merlynn,Blaine,Alma,Karna,Sebastian
merger15,2016-05-25,34,210970,46457,28547,1,Jacob,Blaine,Awakened Baggins,Alma,Karna
merger15,2016-05-25,35,178243,26802,22660,2,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger15,2016-05-25,36,191551,30270,38111,2,Saizo,Awakened Little Red,Ariel,Coco,Ruby
merger15,2016-05-25,37,187574,38073,25918,1,Pulan,Blaine,Awakened Baggins,Ariel,Karna
merger15,2016-05-25,38,193585,44987,23775,1,Gerber,Blaine,Awakened Baggins,Sebastian,Ruby
merger15,2016-05-25,39,175851,23880,30163,10,Charon,Saizo,Lilith,Ariel,Theresa
merger15,2016-05-25,40,188141,32175,28474,1,Jacob,Spartacus,Rams,Robin,Smoke
merger15,2016-05-25,41,174953,25596,23139,3,Gerber,Blaine,Karna,Sebastian,Theresa
merger15,2016-05-25,42,186042,40054,20403,2,Gerber,Blaine,Awakened Baggins,Sebastian,Awakened Pandarus
merger15,2016-05-25,43,183871,32735,23402,1,Jacob,Blaine,Awakened Baggins,Karna,Mira
merger15,2016-05-25,44,176492,24071,24467,2,Gerber,Blaine,Awakened Baggins,Sebastian,Theresa
merger15,2016-05-25,45,179987,34825,22049,0,Gerber,Blaine,Awakened Baggins,Alma,Karna
merger15,2016-05-25,46,170753,31467,20752,0,Gerber,Blaine,Alma,Karna,Sebastian
merger15,2016-05-25,47,184813,39225,20922,1,Gerber,Blaine,Awakened Baggins,Karna,Ruby
merger15,2016-05-25,48,197899,38147,27583,2,Jacob,Blaine,Awakened Baggins,Alma,Karna
merger15,2016-05-25,49,194589,44019,20080,4,Gerber,Jacob,Saizo,Rams,Ariel
merger15,2016-05-25,50,189245,37352,25751,2,Gerber,Jacob,Saizo,Robin,Ariel
merger16,2016-05-25,1,249443,40215,32472,14,Saizo,Lilith,Ariel,Robin,Theresa
merger16,2016-05-25,2,231403,33420,47524,10,Saizo,Robin,Ariel,Coco,Smoke
merger16,2016-05-25,3,225069,45884,33946,4,Pulan,Saizo,Blaine,Sebastian,Theresa
merger16,2016-05-25,4,220709,38280,32782,6,Pulan,Saizo,Blaine,Robin,Theresa
merger16,2016-05-25,5,201519,35390,31790,7,Pulan,Saizo,Ariel,Robin,Theresa
merger16,2016-05-25,6,215682,45857,29204,9,Gerber,Lilith,Awakened Baggins,Ariel,Theresa
merger16,2016-05-25,7,222510,35639,36744,10,Jacob,Pulan,Saizo,Ariel,Coco
merger16,2016-05-25,8,212533,38823,34834,1,Charon,Saizo,Awakened West,Sebastian,Smoke
merger16,2016-05-25,9,199572,37630,30123,2,Pulan,Blaine,Alma,Karna,Sebastian
merger16,2016-05-25,10,186455,30115,36085,7,Saizo,Awakened Little Red,Ariel,Robin,Coco
merger16,2016-05-25,11,215889,35982,44115,1,Jacob,Awakened Little Red,Coco,Mira,Zoe
merger16,2016-05-25,12,186833,33696,27743,2,Awakened Baggins,Coco,Sebastian,Ruby,Mira
merger16,2016-05-25,13,199499,40095,29848,6,Pulan,Blaine,Alma,Karna,Sebastian
merger16,2016-05-25,14,185655,36767,25450,3,Pulan,Awakened Baggins,Robin,Sebastian,Mira
merger16,2016-05-25,15,182571,27394,28130,3,Jacob,Blaine,Robin,Sebastian,Mira
merger16,2016-05-25,16,193593,42345,24836,3,Gerber,Awakened Baggins,Sebastian,Mira,Awakened Pandarus
merger16,2016-05-25,17,188719,34675,27405,2,Pulan,Blaine,Robin,Sebastian,Theresa
merger16,2016-05-25,18,196654,35865,31049,0,Pulan,Saizo,Blaine,Sebastian,Theresa
merger16,2016-05-25,19,188413,37143,26377,3,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger16,2016-05-25,20,185416,30903,27759,5,Saizo,Blaine,Ariel,Robin,Sebastian
merger16,2016-05-25,21,178694,26537,30175,4,Saizo,Robin,Ariel,Theresa,Smoke
merger16,2016-05-25,22,182170,33793,26304,2,Gerber,Awakened Baggins,Sebastian,Ruby,Mira
merger16,2016-05-25,23,183733,30004,25249,1,Jacob,Awakened Baggins,Sebastian,Ruby,Mira
merger16,2016-05-25,24,179569,33065,27768,2,Pulan,Awakened Merlynn,Blaine,Sebastian,Theresa
merger16,2016-05-25,25,193213,34011,26878,10,Monk Sun,Blaine,Jolie,Ariel,Robin
merger16,2016-05-25,26,195282,34045,29513,5,Pulan,Blaine,Alma,Karna,Theresa
merger16,2016-05-25,27,182101,30825,27425,4,Pulan,Saizo,Robin,Sebastian,Theresa
merger16,2016-05-25,28,171363,29741,25305,1,Blaine,Awakened Baggins,Karna,Sebastian,Mira
merger16,2016-05-25,29,192515,39020,27567,3,Gerber,Awakened Merlynn,Blaine,Awakened Baggins,Sebastian
merger16,2016-05-25,30,165965,29742,22459,0,Jacob,Blaine,Robin,Sebastian,Theresa
merger16,2016-05-25,31,177403,25630,27175,0,Blaine,Awakened Baggins,Karna,Sebastian,Mira
merger16,2016-05-25,32,179600,31510,23314,1,Gerber,Blaine,Awakened Baggins,Sebastian,Mira
merger16,2016-05-25,33,177753,32366,29455,2,Gerber,Lilith,Rams,Ariel,Smoke
merger16,2016-05-25,34,180442,29170,29687,5,Pulan,Saizo,Robin,Sebastian,Theresa
merger16,2016-05-25,35,176903,29439,24423,2,Blaine,Awakened Baggins,Karna,Sebastian,Mira
merger16,2016-05-25,36,185984,29373,28929,1,Blaine,Awakened Baggins,Sebastian,Ruby,Mira
merger16,2016-05-25,37,187036,32049,23701,2,Jacob,Pulan,Blaine,Alma,Mira
merger16,2016-05-25,38,191910,34799,34296,2,Jacob,Grunk,Awakened Lufia,Coco,Mira
merger16,2016-05-25,39,190713,32510,27366,4,Jacob,Blaine,Awakened Baggins,Sebastian,Theresa
merger16,2016-05-25,40,186749,31042,33613,2,Jacob,Rams,Awakened Lufia,Gridlock,Mira
merger16,2016-05-25,41,175676,34040,22430,3,Blaine,Awakened Baggins,Karna,Sebastian,Ruby
merger16,2016-05-25,42,153482,21050,19832,1,Awakened Merlynn,Blaine,Alma,Karna,Sebastian
merger16,2016-05-25,43,191107,26435,30781,3,Spartacus,Awakened York,Awakened Lufia,Coco,Mira
merger16,2016-05-25,44,188482,33690,26731,2,Jacob,Blaine,Ariel,Karna,Mira
merger16,2016-05-25,45,177954,29692,22136,1,Jacob,Lorya,Blaine,Awakened Baggins,Mira
merger16,2016-05-25,46,168090,24373,22216,0,Blaine,Awakened Baggins,Awakened York,Karna,Sebastian
merger16,2016-05-25,47,175809,27475,33978,2,Gerber,Gearz,Jolie,Coco,Ruby
merger16,2016-05-25,48,182197,31609,25017,3,Gerber,Saizo,Rams,Karna,Sebastian
merger16,2016-05-25,49,189227,34443,26629,1,Jacob,Awakened Baggins,Coco,Sebastian,Mira
merger16,2016-05-25,50,175794,31812,23815,2,Blaine,Awakened Baggins,Karna,Sebastian,Mira
merger17,2016-05-25,1,299234,44810,65284,15,Saizo,Ariel,Robin,Coco,Smoke
merger17,2016-05-25,2,286885,44415,60853,15,Saizo,Robin,Ariel,Coco,Smoke
merger17,2016-05-25,3,260136,43625,60231,10,Saizo,Ariel,Robin,Coco,Smoke
merger17,2016-05-25,4,249976,43215,46643,13,Saizo,Ariel,Robin,Coco,Smoke
merger17,2016-05-25,5,246795,42850,48467,10,Charon,Saizo,Robin,Ariel,Coco
merger17,2016-05-25,6,229015,41240,43898,9,Saizo,Robin,Ariel,Coco,Smoke
merger17,2016-05-25,7,229926,43583,32674,10,Gerber,Lilith,Medea,Awakened Crabbie,Theresa
merger17,2016-05-25,8,231111,48576,38130,8,Uther,Saizo,Ariel,Robin,Coco
merger17,2016-05-25,9,221236,39783,36968,1,Charon,Saizo,Awakened West,Coco,Sebastian
merger17,2016-05-25,10,209353,33805,36250,6,Saizo,Rams,Robin,Ariel,Coco
merger17,2016-05-25,11,207034,40425,28710,8,Uther,Saizo,Ariel,Awakened Crabbie,Theresa
merger17,2016-05-25,12,205045,37423,31552,7,Jacob,Lilith,Karna,Awakened Crabbie,Theresa
merger17,2016-05-25,13,220761,29080,46944,9,Yuan,Saizo,Awakened West,Coco,Smoke
merger17,2016-05-25,14,197020,34050,30367,8,Monk Sun,Saizo,Awakened West,Ariel,Sebastian
merger17,2016-05-25,15,196589,32523,31909,2,Charon,Saizo,Awakened West,Coco,Sebastian
merger17,2016-05-25,16,223640,40390,39895,8,Monk Sun,Saizo,Awakened West,Ariel,Coco
merger17,2016-05-25,17,196492,35915,23866,10,Gerber,Blaine,Karna,Awakened Crabbie,Theresa
merger17,2016-05-25,18,195510,39469,28543,1,Jacob,Awakened Baggins,Ariel,Sebastian,Ruby
merger17,2016-05-25,19,203621,25140,35658,3,Charon,Saizo,Awakened West,Ariel,Coco
merger17,2016-05-25,20,212609,35870,40716,2,Gerber,Ariel,Coco,Ruby,Smoke
merger17,2016-05-25,21,192667,37071,27008,4,Jacob,Blaine,Awakened Baggins,Robin,Sebastian
merger17,2016-05-25,22,201477,37357,31865,5,Jacob,Blaine,Awakened Baggins,Ruby,Mira
merger17,2016-05-25,23,217569,37391,37407,5,Jacob,Saizo,Coco,Sue,Sebastian
merger17,2016-05-25,24,201413,29696,32453,10,Saizo,Ariel,Awakened West,Sebastian,Mira
merger17,2016-05-25,25,193183,21577,27719,8,Saizo,Rams,Robin,Ariel,Sebastian
merger17,2016-05-25,26,201144,31073,38427,2,Saizo,Awakened West,Coco,Sebastian,Ruby
merger17,2016-05-25,27,185531,21735,26913,3,Gerber,Saizo,Ariel,Murphy,Mira
merger17,2016-05-25,28,205103,42005,24722,7,Awakened Kaiser,Gerber,Saizo,Blaine,Ariel
merger17,2016-05-25,29,197242,35164,38318,1,Saizo,Lilith,Robin,Ariel,Coco
